Linea,Grupo,Tipo,Codigo,DETALLE,Costo	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507FG,Espuma-1.5mm-Blanco-PP Aluminizado Verde-50mx1m,1,04155858629029	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507FH,Espuma-1.5mm-Blanco-PP Aluminizado Violeta-50mx1m,1,01073274721895	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507FI,Espuma-1.5mm-Blanco-PP Aluminizado Rojo-50mx1m,1,37813598969646	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507IA,Espuma-1.5mm-con film impreso DI0019-300m x 0.75m+0.75m - MP0222,2,21941665733783	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507VA,1.5 mm D/Film - Bco + Termibag - Corte 0.57 + 0.57,2,48092455265444	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507VB,1.5 mm D/Film - Bco + Termibag - Corte 0.75 + 0.40,2,41413772718136	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507VC,1.5 mm D/Film - Bco + Bco - Corte 0.57 + 0.57,2,05087162752865	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507VD,1.5 mm D/Film - Bco + Bco - Corte 0.75 + 0.40,2,3970593583613	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507VE,1.5 mm D/Film - Bco + 20 de Junio- Corte 0.57 + 0.57,0,98913546253492	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507VF,1.5 mm D/Film - Bco + 20 de Junio- Corte 0.75 + 0.40,2,48867026738803	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507VG,1.5 mm D/Film - Bco + Suizo- Corte 0.57 + 0.57,2,36120184981858	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507VH,1.5 mm D/Film - Bco + Suizo- Corte 0.75 + 0.40,2,39891698002906	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507VJ,1.5 mm D/Film - Bco + Kellerhoff- Corte 0.75 + 0.40,2,52854594958036	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507VK,1.5 mm D/Film - Lab Varios- Corte 0.57 + 0.57,2,50920480774577	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507VL,1.5 mm D/Film - Lab Varios- Corte 0.75 + 0.40,2,29639420619682	
Sin Linea,Espuma con Film,Espuma 1.5 mm,01507VM,1.5 mm D/Film - Lab Varios- Corte 3 x 0.40,2,66175909920948	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508A,Espuma-2mm-Blanco-300mx1m,1,6549611314714	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508AB,Espuma-2mm-Blanco (x20m),27,04	
Sin Linea,Espumas de Polietileno, ,01508ABZ,Blanco [Ancho 1 m]  [Esp. 2 mm]  ,	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508AS,Manta-2mm-Blanco-300mx1m-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508AY,Espuma-2mm-Blanco-Ig-300mx1m,1,70294949204183	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508B,Espuma-2mm-Blanco-200mx1.2m,1,47769429323297	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508BA,Espuma-2mm-Blanco-200m x 0.60+0.60,1,71069715718016	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508BC,Espuma-2mm-Blanco-200mx1.2m,0,453948333712699	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508BCS,Manta-2mm-Blanco-200mx1.2m-Const-,0	
Sin Linea,Espumas de Polietileno, ,01508BD,Blanco [Ancho 1.2 m]  [Esp. 2 mm]  Canete ,	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508C,Espuma-2mm-Blanco-100mx1.5m,1,8437976419674	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508CC,Espuma-2mm-Blanco-100mx1.5m,1,33783886288819	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508CCS,Manta-2mm-Blanco-100mx1.5m-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508D,Espuma-2mm-Blanco,1,92718477821049	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508DA,No usar mas - Bajo Piso Flotante 2mm (25m²),	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508DB,Espuma-2mm-Blanco-100mx1m,1,92146282482516	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508DC,Espuma-2mm-Blanco-50mx1m,13,8681327039035	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508DE,Espuma-2mm-Blanco-25mx1m,1,26523540288098	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508DS,Manta-2mm-Blanco-Const-,0	
Sin Linea,Espumas de Polietileno, ,01508DZ,Blanco [Ancho 1 m]  [Esp. 2 mm]  NO CONFORME ,0	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508E,Espuma-2mm-Colores-300mx1m,2,11767371249174	
Sin Linea,Espumas de Polietileno,Espuma 2 mm,01508F,Espuma-2mm-Colores,1,96387841893097	
Sin Linea,Espumas de Polietileno, ,01508G,Azul [Ancho 1 m]  [Esp. 2 mm],2,09059642959411	
Sin Linea,Espuma con Film,Espuma 2 mm,01509A,Espuma-2mm-Blanco-C/Film,1,75549436649053	
Sin Linea,Espuma con Film, ,01509AA,No usar mas - Bajo Piso Flotante 2mm C/Film (25m²),	
Sin Linea,Espuma con Film, ,01509AAZ,BAJO PISO FLOTANTE 2MM C/FILM NO CONFORME,	
Sin Linea,Espuma con Film, ,01509AB,Espuma-2mm-Blanco-Con Film Bajo Teja ( TB 2 ),2,34356381973697	
Sin Linea,Espuma con Film, ,01509AC,Espuma-2mm-Blanco-Con Film FUNKTION ,0,55	
Sin Linea,Espuma con Film, ,01509AD,Espuma-2mm-Blanco-Con Film Piso Flotante,2,86833073494891	
Sin Linea,Espuma con Film, ,01509AZ,Espuma-2mm-Blanco-C/Film NO CONFORME,0	
Sin Linea,Espuma con Film,Espuma 2 mm,01509B,Espuma-2mm-Blanco-C/Film Cli.,1,63096155017862	
Sin Linea,Espuma con Film, ,01509BF,Espuma-2mm-Blanco-C/Film Funktion (Fuera de norma),	
Sin Linea,Espuma con Film, ,01509BZ,Espuma-2mm-Blanco-C/Film Cli. NO CONFORME ,0	
Sin Linea,Espuma con Film,Espuma 2 mm,01509C,Espuma-2mm-Blanco-C/Doble Film,4,41405405499139	
Sin Linea,Espuma con Film, ,01509CZ,Espuma-2mm-Blanco-C/Doble Film NO CONFORME ,0	
Sin Linea,Espuma con Film,Espuma 2 mm,01509D,Espuma-2mm-Blanco-Aluminizado,0,87	
Sin Linea,Espuma con Film, ,01509DZ,Espuma-2mm-Blanco-Aluminizado NO CONFORME ,	
Sin Linea,Espuma con Film,Espuma 2 mm,01509E,Espuma-2mm-Blanco-Aluminizado-C/Film,2,2707585846385	
Sin Linea,Espuma con Film, ,01509EZ,Espuma-2mm-Blanco-Aluminizado-C/Film NO CONFORME ,0	
Sin Linea,Espuma con Film,Espuma 2 mm,01509F,Espuma-2mm-Bco-Alum.Dorado C/film,1,7	
Sin Linea,Espuma con Film, ,01509FZ,Espuma-2mm-Bco-Alum.Dorado C/film NO CONFORME ,	
Sin Linea,Espuma con Film,Espuma 2 mm,01509G,Espuma-2mm-Bco-Alum.Rojo C/film,	
Sin Linea,Espuma con Film, ,01509GZ,Espuma-2mm-Bco-Alum.Rojo C/film NO CONFORME ,	
Sin Linea,Espuma con Film,Espuma 2 mm,01509H,Espuma-2mm-Bco-Alum.Verde C/film,	
Sin Linea,Espuma con Film, ,01509HZ,Espuma-2mm-Bco-Alum.Verde C/film NO CONFORME ,	
Sin Linea,Espuma con Film,Espuma 2 mm,01509I,Espuma-2mm-Bco-Alum.Azul C/film,	
Sin Linea,Espuma con Film, ,01509IZ,Espuma-2mm-Bco-Alum.Azul C/film NO CONFORME ,	
Sin Linea,Espuma con Film,Espuma 2 mm,01509J,Espuma-2mm-Colores-C/Film Cli.,1,22	
Sin Linea,Espuma con Film,Espuma 2 mm,01509K,Espuma-2mm-Bco-Doble Aluminizado Colores,	
Sin Linea,Espuma con Film, ,01509KZ,Espuma-2mm-Bco-Doble Aluminizado Colores NO CONFORME ,	
Sin Linea,Espuma con Film,Espuma 2 mm,01509L,Espuma-2mm-Bco-Doble Aluminizado,	
Sin Linea,Espuma con Film, ,01509LZ,Espuma-2mm-Bco-Doble Aluminizado NO CONFORME ,	
Sin Linea,Espuma con Film,Espuma 2 mm,01509M,Espuma-2mm-Gris-Aluminio,13,9088991323748	
Sin Linea,Espuma con Film, ,01509MC,Espuma-2mm-Bco-Aluminio-P/cortes,11,2173945792789	
Sin Linea,Espuma con Film, ,01509MZ,Espuma-2mm-Gris-Aluminio NO CONFORME ,0	
Sin Linea,Espuma con Film,Espuma 2 mm,01509N,ESP 2MM D/F AUTO(15.24MX1.22M) L. PREMIUM,	
Sin Linea,Espuma con Film, ,01509NA,ARTICULO DE FABRICA SIN DESCRIPCION,	
Sin Linea,Espuma con Film,Espuma 2 mm,01509NB,ESP 2MM S/F 18MIC AUT(15.24X1.22M),	
Sin Linea,Espuma con Film,Espuma 2 mm,01509NC,ESP 2MM D/F AUTO(15.24MX1.22M) Film Logo Cliente,	
Sin Linea,Espuma con Film,Espuma 2 mm,01509NCA,ESP 2MM-AMARILLA-D/FAUTO(15.24MX1.22M)L.CLI,	
Sin Linea,Espuma con Film,Espuma 2 mm,01509NCB,ESP 2MM-AZUL-D/F AUTO (15.24MX1.22M) L. CLI,	
Sin Linea,Espuma con Film,Espuma 2 mm,01509ND,ESPU 2MM S/F AUTO (15.24M X 1.22M) L. PREMIUM,	
Sin Linea,Espuma con Film,Espuma 2 mm,01509NE,ESPU 2MM S/F AUTO (15.24M X 1.22M) L. CLI,	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510A,Espuma-3mm-Blanco-100mx1m,1,93736538455495	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510AB,Espuma-3mm-Blanco-50mx1m,4,23394798118548	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510ABS, Manta-3mm-Blanco-50mx1m-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510AC,Espuma-3mm-Blanco-100mx1m,2,787113789228	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510ACS,Manta-3mm-Blanco-100mx1m-Const-,0	
Sin Linea,Espumas de Polietileno, ,01510AE,Espuma-3mm-Blanco-Para B. alfombra Hogar,0,797944057466634	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510AY,Espuma-3mm-Blanco-Ig-200mx1m,2,97652741165763	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510B,Espuma-3mm-Blanco-150mx1.2m,2,05136396078968	
Sin Linea,Espumas de Polietileno, ,01510BC,Blanco [Ancho 1.2 m]  [Esp. 3 mm]  Canete,0,87	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510BD,Espuma-3mm-Kanete,0,661470717567211	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510C,Espuma-3mm-Blanco-100mx1.5m,2,30812065909694	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510CC,Espuma-3mm-Blanco-100mx1.5m,2,12206659643402	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510CCS,Manta-3mm-Blanco-100mx1.5m-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510D,Espuma-3mm-Blanco,5,40016850313633	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510DA,Espuma-3mm-Blanco-75mx1.20m,0,54	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510DS,Manta-3mm-Blanco-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510EY,Espuma-3mm-Amar-Ig-200mx1m,3,08254911307272	
Sin Linea,Espumas de Polietileno,Espuma 3 mm,01510F,Espuma-3mm-Colores-150mx1m,	
Sin Linea,Espumas de Polietileno, ,01510FY,Espuma-3mm-Colores-100mx1m,3,24102499276017	
Sin Linea,Espumas de Polietileno, ,01510YY,Yute [Ancho 1 m]  [Esp. 3 mm]  Ig.,3,24584224585365	
Sin Linea,Espuma con Film,Espuma 3 mm,01511A,Espuma-3mm-Blanco-C/Film,6,26628047839904	
Sin Linea,Espuma con Film, ,01511AC,Espuma-3mm-Blanco-C/Film CEDRO,9,29972137390771	
Sin Linea,Espuma con Film, ,01511ACZ,Espuma-3mm-Blanco-C/Film CEDRO NO CONFORME,0	
Sin Linea,Espuma con Film,Espuma 3 mm,01511AK,Espuma-3mm-Blanco-C/Film Kanete-C/Film Cli.,0,797062114275883	
Sin Linea,Espuma con Film,Espuma 3 mm,01511AKZ,Espuma-3mm-Blanco-C/Film Kanete-C/Film Cli. NO CONFORME,0	
Sin Linea,Espuma con Film, ,01511AZ,Espuma-3mm-Blanco-C/Film NO CONFORME ,0	
Sin Linea,Espuma con Film,Espuma 3 mm,01511B,Espuma-3mm-Blanco-Aluminizado,3,06538810053797	
Sin Linea,Espuma con Film,Espuma 3 mm,01511BD,Espuma-3mm-Blanco-Aluminizado-100mx1m,11,3775688318269	
Sin Linea,Espuma con Film,Espuma 3 mm,01511BE,Espuma-3mm-Blanco-Aluminizado-100mx1.5m,3,8355922556098	
Sin Linea,Espuma con Film, ,01511BZ,Espuma-3mm-Blanco-Aluminizado NO CONFORME ,0	
Sin Linea,Espuma con Film,Espuma 3 mm,01511C,Espuma-3mm-Colores-Aluminizado,	
Sin Linea,Espuma con Film, ,01511CZ,Espuma-3mm-Colores-Aluminizado NO CONFORME ,	
Sin Linea,Espuma con Film,Espuma 3 mm,01511D,Espuma-3mm-Blanco-C/Doble Film,3,06560433225801	
Sin Linea,Espuma con Film,Espuma 3 mm,01511E,Espuma-3mm-Blanco-Aluminizado-C/Film,	
Sin Linea,Espuma con Film, ,01511F,Espuma-3mm-Yute Aluminio,8,03333703065291	
Sin Linea,Espuma con Film, ,01511FZ,Espuma-3mm-Yute Aluminio NO CONFORME ,0	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512A,Espuma-4mm-Blanco-150mx1m,2,67526087140432	
Sin Linea,Espumas de Polietileno, ,01512AD,Blanco [Ancho 1 m]  [Esp. 4 mm]  Densidad 30 Kg/m³ ,0,96	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512AY,Espuma-4mm-Blanco-Ig-150mx1m,	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512B,Espuma-4mm-Blanco-100mx1.2m,3,24197426335689	
Sin Linea,Espumas de Polietileno, ,01512BC,Blanco [Ancho 1.2 m]  [Esp. 4 mm]  Canete ,	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512BD,Espuma- 4mm- Kanete,8,04	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512C,Espuma-4mm-Blanco-150mx1.5m,	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512D,Espuma-4mm-Blanco,3,01359422927293	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512DA,Espuma-4mm-Blanco-50mx1m,2,94071430414949	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512DAD,Espuma-4mm-Blanco-PREMIUM,1,28	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512DB,Espuma-4mm-Blanco-50mx1.5m,	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512DC,Espuma-4mm-Blanco-50mx1.2m,1,28226024768917	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512EY,Espuma-4mm-Gris-Ig-100mx1.2m,	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512F,Espuma-4mm-Colores-150mx1m,	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512FY,Espuma-4mm-Gris Ig (x1.20m),	
Sin Linea,Espumas de Polietileno,Espuma 4 mm,01512G,Espuma-4mm-Colores (xm²),	
Sin Linea,Espuma con Film,Espuma 4 mm,01513A,Espuma-4mm-Blanco-C/Film,4,17	
Sin Linea,Espuma con Film, ,01513AZ,Espuma-4mm-Blanco-C/Film NO CONFORME ,	
Sin Linea,Espuma con Film,Espuma 4 mm,01513B,Espuma-4mm-Gris-Ig-C/Film,	
Sin Linea,Espuma con Film, ,01513BZ,Espuma-4mm-Gris-Ig-C/Film NO CONFORME ,	
Sin Linea,Espuma con Film,Espuma 4 mm,01513C,Espuma-4mm-Blanco-Aluminizado,1,6	
Sin Linea,Espuma con Film,Espuma 4 mm,01513CB,Espuma-4mm-Blanco-Aluminizado (x20m),0	
Sin Linea,Espuma con Film, ,01513CBZ,Espuma-4mm-Blanco-Aluminizado NO CONFORME ,	
Sin Linea,Espuma con Film, ,01513CZ,Espuma-4mm-Blanco-Aluminizado NO CONFORME ,0	
Sin Linea,Espuma con Film,1) TBA5,01513R,Espuma-4mm-Blanco-Aluminizado,125,88714414099	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514A,Espuma-5mm-Blanco-150mx1m,3,86142869023222	
Sin Linea,Espumas de Polietileno,Espuma 6 mm,01514AA,Espuma-5.5mm-Blanco P/Alu fusion,3,65164278715133	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514AB,Espuma-5mm-Blanco-205mx1m --LIVIANA--,2,83280587763224	
Sin Linea,Espumas de Polietileno, ,01514AC,Blanco [Ancho 1 m]  [Esp. 5 mm]  Kanete,3,09048226124338	
Sin Linea,Espumas de Polietileno, ,01514ACA,Azul [Ancho 1 m]  [Esp. 5 mm]  Kanete,2,65472091361132	
Sin Linea,Espumas de Polietileno, ,01514ACG,Gris[Ancho 1.5 m]  [Esp. 5 mm]  Densidad Premium,2,91877315546175	
Sin Linea,Espumas de Polietileno, ,01514ACM,Kanete Azul Master Roll x 104mts (para venta),266,664828686775	
Sin Linea,Espumas de Polietileno, ,01514AD,Blanco [Ancho 1 m]  [Esp. 5 mm]  Densidad Premium,4,61943481302834	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514AY,Espuma-5mm-Blanco-Ig-150mx1m,3,56996019252095	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514AYC,Espuma-5mm-Blanco-Ig-con Bastones-100mx1m,5,12576540321086	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514B,Espuma-5mm-Blanco-100mx1.2m,4,82236709997078	
Sin Linea,Espumas de Polietileno, ,01514BAD,Blanco [Ancho 1.2 m]  [Esp. 5 mm]  Densidad 30 Kg/m³,2,78759952158922	
Sin Linea,Espumas de Polietileno, ,01514BC,Blanco [Ancho 1.2 m]  [Esp. 5 mm]  Kanete ,	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514C,Espuma-5mm-Blanco-100mx1.5m,4,74768762314157	
Sin Linea,Espumas de Polietileno, ,01514CAD,Blanco [Ancho 1.5 m]  [Esp. 5 mm]  Densidad 30 Kg/m³,3,00250097321306	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514D,Espuma-5mm-Blanco,4,21339698697758	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514DA,Espuma-5mm-Blanco-50mx1m,2,75217063118799	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514DAD,Espuma-5mm-Blanco-PREMIUM,6,5068779078787	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514DAS,Manta-5mm-Blanco-50mx1m-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514DB,Espuma-5mm-Blanco-50mx1.5m,2,34470128897935	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514DBS,Manta-5mm-Blanco-50mx1.5m-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514DC,Espuma-5mm-Blanco-50mx1.2m,2,59016066059623	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514DCS,Manta-5mm-Blanco-50mx1.2m-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514DE,Espuma-5mm-Blanco-25mx1m,7,91203574134668	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514DES,Manta-5mm-Blanco-25mx1m-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514DS,Manta-5mm-Blanco-Const-,0	
Sin Linea,Espumas de Polietileno, ,01514DUV,Blanco Ig. [Ancho 1 m]  [Esp. 5 mm]  Densidad Premium c/UV 4%,4,04964150689485	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514E,Espuma-5mm-Amarillo-150mx1m,1,37961295376669	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514EY,Espuma-5mm-Amarillo-Ig-150mx1,3,88069461855767	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514F,Espuma-5mm-Gris-150mx1m,3,8693060496182	
Sin Linea,Espumas de Polietileno, ,01514FA,Gris [Ancho 1.1 m]  [Esp. 5 mm]  ,3,82114110253636	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514FY,Espuma-5mm-Gris-Ig-150mx1m,4,02378317866115	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514G,Espuma-5mm-Verde-150mx1m,0,99	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514H,Espuma-5mm-Rosa-150mx1m,	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514I,Espuma-5mm-Rojo-150mx1m,	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514J,Espuma-5mm-Naranja-150mx1m,	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514K,Espuma-5mm-Azul-150mx1m,3,39203641590911	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514L,Espuma-5mm-Negro-150mx1m,4,09622944388802	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514M,Espuma-5mm-Colores-150mx1m,	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514N,Espuma-5mm-Gris-100x1.20m,	
Sin Linea,Espumas de Polietileno, ,01514Ñ,NO USAR,	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514O,Espuma-5mm-Negro,0,0540494847150937	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514OC,*NO USAR MAS - Usar el 514PC*Espuma-5mm-Negro-25mx1m,13,691590459497	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514OS,Manta-5mm-Negro-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514P,Espuma-5mm-Gris,3,63792025312914	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514PC,Espuma-5mm-Gris-25mx1m,4,02473534998837	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514PS,Manta-5mm-Gris-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514Q,Espuma-5mm-Azul,5,84964592561142	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514QS,Manta-5mm-Azul-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514R,Espuma-5mm-Rojo,1,05	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514RS,Manta-5mm-Rojo-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514S,Espuma-5mm-Verde,1,53095278337443	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514SS,Manta-5mm-Verde-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514T,Espuma-5mm-Amarillo,	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514TS,Manta-5mm-Amarillo-Const-,0	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514U,Espuma-5mm-Azul (100mx1.2m),	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514V,Espuma-5mm-Rojo (100mx1.2m),	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514W,Espuma-5mm-Verde (100mx1.20m),	
Sin Linea,Espumas de Polietileno, ,01514X,Espuma-5mm-Amarillo (100mx1.20m),	
Sin Linea,Espumas de Polietileno,Espuma 10 mm,01514XY,Espuma-5mm-Blanco-150mx1m Prueba 753,2,41483164106686	
Sin Linea,Espumas de Polietileno,Espuma 5 mm,01514Y,Espuma-5mm-Violeta,	
Sin Linea,Espuma con Film,Espuma 5 mm,01515A,Espuma-5mm-Blanco-C/Film,7,97196677857623	
Sin Linea,Espuma con Film, ,01515AB,Espuma-5mm-Blanco  Con Film Bajo Teja (TB5),3,66063964503835	
Sin Linea,Espuma con Film,Espuma 5 mm,01515AK,Espuma-5mm-Blanco Kanete-C/Film,	
Sin Linea,Espuma con Film, ,01515AKZ,Espuma-5mm-Blanco Kanete-C/Film NO CONFORME ,	
Sin Linea,Espuma con Film, ,01515AZ,Espuma-5mm-Blanco-C/Film NO CONFORME ,0	
Sin Linea,Espuma con Film,Espuma 5 mm,01515B,Espuma-5mm-Blanco-Aluminizado,10,6916562004354	
Sin Linea,Espuma con Film,Espuma 5 mm,01515BA,Espuma-5mm-Blanco-Aluminizado Dorado,	
Sin Linea,Espuma con Film,Espuma 5 mm,01515BC,Espuma-5mm-Blanco-Aluminizado (P/CORTES),5,9768666830163	
Sin Linea,Espuma con Film,Espuma 5 mm,01515BD,Espuma-5mm-Blanco-Aluminizado-50mx1m,4,71695480132643	
Sin Linea,Espuma con Film, ,01515BDZ,Espuma-5mm-Blanco-Aluminizado NO CONFORME,0	
Sin Linea,Espuma con Film,Espuma 5 mm,01515BE,Espuma-5mm-Blanco-Aluminizado-50mx1.5m,5,80194846212262	
Sin Linea,Espuma con Film, ,01515BEZ,Blanco [Esp. 5 mm]  Aluminizado NO CONFORME ,0	
Sin Linea,Espuma con Film,Espuma 5 mm,01515BF,Espuma-5mm-Blanco-Aluminizado-C/Film,5,43684312044537	
Sin Linea,Espuma con Film, ,01515BFZ,Espuma-5mm-Blanco-Aluminizado C/film NO CONFORME ,0	
Sin Linea,Espuma con Film, ,01515BZ,Espuma-5mm-Blanco-Aluminizado NO CONFORME,0	
Sin Linea,Espuma con Film,Espuma 5 mm,01515C,Espuma-5mm-Blanco-C/Alum.Raf.,15,7934571942621	
Sin Linea,Espuma con Film, ,01515CZ,Espuma-5mm-Blanco-C/Alum.Raf. NO CONFORME,	
Sin Linea,Espuma con Film,Espuma 5 mm,01515D,Espuma-5mm-Amarillo-Aluminizado,3,35204445905772	
Sin Linea,Espuma con Film, ,01515DZ,Espuma-5mm-Amarillo-Aluminizado NO CONFORME,	
Sin Linea,Espuma con Film,Espuma 5 mm,01515E,Espuma-5mm-Amarillo-C/Al.Raf.,	
Sin Linea,Espuma con Film, ,01515EZ,Espuma-5mm-Amarillo-C/Al.Raf. NO CONFORME,	
Sin Linea,Espuma con Film,Espuma 5 mm,01515F,Espuma-5mm-Negro-Aluminizado,	
Sin Linea,Espuma con Film, ,01515FZ,Espuma-5mm-Negro-Aluminizado NO CONFORME,	
Sin Linea,Espuma con Film,Espuma 5 mm,01515G,Espuma-5mm-Colores-C/Film,14,9283226713306	
Sin Linea,Espuma con Film, ,01515GZ,Espuma-5mm-Colores-C/Film NO CONFORME,0	
Sin Linea,Espuma con Film,Espuma 5 mm,01515H,Espuma-5mm-Colores-Aluminizado,24,8559181249772	
Sin Linea,Espuma con Film, ,01515HZ,Espuma-5mm-Colores-Aluminizado NO CONFORME,0	
Sin Linea,Espuma con Film,Espuma 5 mm,01515I,Espuma-5mm-Doble Alum.Color,	
Sin Linea,Espuma con Film, ,01515IZ,Espuma-5mm-Doble Alum. NO CONFORME,	
Sin Linea,Espuma con Film, ,01515KA,Espuma-5mm-Blanco-Aluminizado KANETE,3,02920539346277	
Sin Linea,Espuma con Film, ,01515KAZ,Espuma-5mm-Blanco-Aluminizado KANETE NO CONFORME,	
